Inventaire;Cote;Rubrique;Genre;Titre;SousTitre;ISBN;Auteur;Illustrateur;Annee;Editeur;Collection;Numero;Support;Mots-clefs;Niveau;Description;Taille;Date achat;Financement;Empruntable
1205;800.000;Lire des histoires;Album;La santé sans télé;"";2211076912;Cherer (Sophie);Deiss (Véronique);2004;Ecole des loisirs;Mouche;"";Livre;télévision : spectacle;Elémentaire;Depuis le 26 décembre 1999, jour de la tempête du siècle, il n’y a plus de télé chez Mathilde. L’ouragan a arraché l’antenne du toit de sa maison et ses parents ont décidé qu’ils vivaient bien mieux sans cet objet envahissant. Hélas ! Or voilà qu’un matin Mathilde trouve une télévision sur le trottoir. C’est celle du voisin et elle marche encore très bien. "Je l’ai jetée parce que la télévision m’a fait du mal", lui dit le monsieur. Mathilde est tentée de récupérer le poste en cachette. En même temps, elle ne peut s’empêcher de repenser à cette phrase mystérieuse. Pour en avoir le coeur net, il faut d’abord retourner voir ce voisin pas comme les autres...;"";"";"";Oui
1206;"";Lire des histoires;Album;J'aime lire n° 203;"";"";"";"";"";Bayard;"";203;Périodique;rien;Elémentaire;Le petit garçon a décidé tout seul d'entreprendre des collections et ça ne regarde personne. Le choix d'une collection est une chose très sérieuse : même s'il en change tous les jours, même si Maman s'obstine à jeter les papiers de bonbons qui constituent justement une de ses collections, même si son grand frère, qui est pourtant son meilleur ami, lui propose une collection de chaussettes sales. Et quand le petit garçon commence une collection très spéciale, une collection où il est question de filles et d'amour fou, il n'est pas question de rire. D'ailleurs, parfois, les collections peuvent réserver des surprises.;"";"";"";Oui
1207;800.000;Lire des histoires;Romans et nouvelles;Julie des loups;"";201013978X;Craighead Gearge (Jean);Beaujard (Yves);1975;G.P.;Livre de poche;91;Livre;histoire d'enfants, loup;Elémentaire;"";"";"";"";Oui
1208;800.000;Lire des histoires;Romans et nouvelles;James et la grosse pêche;"";2.07.033038.9;Dahl (Roald);Siméon (Michel);1966;Gallimard;Folio junior;"";Livre;histoire d'enfants;Cours moyen;"";18 cm;"";"";Oui
1209;800.000;Lire des histoires;Romans et nouvelles;Où est passé le chat ?;"";201020140X;Déjean (Jean-luc);Korkos (Alain);1984;Hachette;Livre de poche jeunesse;"";Livre;science fiction, préhistoire;Cours moyen;Lorsque la machine à remonter le temps du professeur Oleg s'emballe, toute la famille de Jojo se retrouve projetée de l'an 2054 à la préhistoire, où il leur faut réapprendre les gestes pour survivre.;"";"";"";Oui
1210;"";Lire des histoires;Romans et nouvelles;J'aime lire n° 178;"";"";"";"";"";Bayard;"";178;Périodique;rien;Cours moyen;Amiche, le chat de Sonia, vient de Kabylie.Sa présence dans un petit bourg du Sud de la France soulève l'hostilité des habitants.;"";"";"";Oui
1211;800.000;Lire des histoires;Romans et nouvelles;Abeille;"";"";France (Anatole);Bessière (Christian);"";Larousse;Classiques junior;"";Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1212;800.000;Lire des histoires;Romans et nouvelles;Un tag pour Lisa;"";2203117702;Stéphane (Daniel);Rouil (Christophe);1995;Casterman;Dix & plus;"";Livre;roman;Cours moyen;"Diembi était passé maître dans l'art compliqué de composer, à l'aide de marqueurs de couleurs différentes, sa propre signature ou celle du groupe qu'il formait avec Hakim, Bouboule et Miki. Dans le milieu du graffiti, le "graf", on respectait Diembi. Sa réputation avait depuis longtemps franchi les murs de l'école." Entre deux tags, Diembi se repose sur les bancs du CM2, écoutant avec plus ou moins d'attention ce que raconte Mlle Duchignon. C'est alors que débarque Lisa, avec ses cheveux noirs et ses yeux à la menthe. Secrète et différente, Lisa intimide Diembi : un comble ! Mais un grave danger guette la belle écolière, assurément de quoi faire sortir Diembi de sa stupeur !;"";"";"";Oui
1213;"";Lire des histoires;Romans et nouvelles;J'aime lire n° 222;"";"";"";"";"";Bayard;"";222;Périodique;rien;Cours moyen;La vie est bien malheureuse pour James Henry Trotter auprès de ses deux tantes redoutablement méchantes, tante Eponge, petite et ronde comme un ballon, et tante Piquette longue, sèche et osseuse. Deux abominables personnes qui ne cessent de tourmenter et de maltraiter le pauvre enfant. Mais un jour qu'il est occupé à scier du bois, il rencontre un bien curieux personnage. Un vieil homme vêtu d'un costume vert lui confie un sac rempli de mille petites choses vertes recelant tout le pouvoir magique du monde. Mais James, qui n'a décidément pas de chance, renverse le sac et son contenu. C'est alors qu'une pêche se met à pousser sur le vieux pêcher qui n'avait jamais donné de fruits. Elle pousse, pousse jusqu'à devenir aussi grande qu'une maison. La vie de James va s'en trouver bouleversée...;"";"";"";Oui
1214;800.000;Lire des histoires;Romans et nouvelles;Les six compagnons au tournoi de la chanson;"";"";Dautun (Pierre);Bressy (Robert);"";Hachette;Bibliothèque verte;"";Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1215;"";Lire des histoires;Romans et nouvelles;J'aime lire n° 221;"";"";"";"";"";Bayard;"";221;Périodique;rien;Cours moyen;"";"";"";"";Oui
1216;800.000;Lire des histoires;Contes;Un amour bon comme le sel;"";"";Conjan-Negulesco (Mariana);Mornet (Pierre);"";Albin Michel;Petits contes de sagesse;"";Livre;conte;Cours moyen;"";"";"";"";Oui
1218;800.000;Lire des histoires;Romans et nouvelles;Le livre de la jungle;"";"";Kipling (Rudyard);"";"";J'ai lu;"";"";Livre;histoire d'animaux;Cours moyen;"";"";"";"";Oui
1219;800.000;Lire des histoires;Romans et nouvelles;Les horloges de la nuit;"";2052834176;Jeffries (Roderic);Sabatier (Roland);1983;Nathan;Arc en poche;"";Livre;policier;Cours moyen;"";18 cm;"";"";Oui
1220;800.000;Lire des histoires;Romans et nouvelles;L'homme qui ne pouvait dormir;Contes populaires du pays de Bitche;"";Hinglais (Ulysse);Luck (Nicole);"";Larousse;Classiques junior;"";Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1221;800.000;Lire des histoires;Poèmes et comptines;Poussieres d'images;"";2038702535;Georges Jean;"";"";Larousse;Classiques junior;"";Livre;poésie;Cours moyen;"";"";"";"";Oui
1222;800.000;Lire des histoires;Romans et nouvelles;La balafre;"";"";Mourlevat (Jean-Claude);"";"";Pocket jeunesse;C'est ça la vie;"";Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1223;800.000;Lire des histoires;Album;Jean qui pleure, Jean qui rit;"";2.732032921;Martinez I Vendrell (Maria);Capdevilla (Roser);1992;Sorbier;Le dire avec des mots;"";Livre;sentiment, psychologie, chien;Elémentaire;"";24 cm;"";"";Oui
1224;800.000;Lire des histoires;Romans et nouvelles;Une sixième en accordéon;"";"";Nozière (Jean-Paul);Morgan;"";Rageot;Cascade;"";Livre;histoire d'enfants;Elémentaire;"";"";"";"";Oui
1225;800.000;Lire des histoires;Contes;Sonora, la princesse au long sommeil;"";2211057837;Carson Levine (Gail);"";2001;Ecole des loisirs;Neuf;"";Livre;conte, Afrique : géographie;Cycle 3;Il fait nuit dans la nurserie royale, mais la petite princesse Sonora ne dort pas. Avant même d’être en âge de marcher, elle a su qu’un jour elle devrait se piquer avec un fuseau et s’endormir pour cent ans. Alors elle se dit qu’elle aura bien le temps de dormir. Outre la beauté, la grâce et cette malédiction tristement connue, Sonora reçu en cadeau des fées une intelligence dix fois supérieure à la moyenne. C’est ainsi que, très vite, elle possède bien plus de vocabulaire que ses parents, et qu’au lieu de pleurer ou de gazouiller quand on lui change sa couche, elle se confond en excuses. C’est ainsi qu’elle a décidé, sans le dire à ses parents, qu’elle choisirait elle-même le moment où elle se piquerait la main. Mais qu’est-ce qui est le plus puissant, la malédiction d’une fée ou le cerveau d’une petite surdouée ?;"";"";"";Oui
1226;800.000;Lire des histoires;Romans et nouvelles;La créature d'un autre monde;"";"";Korb (Liliane);Crévelier (Solvej);"";Flammarion;Pere castor;"";Livre;histoire d'enfants;Cycle 3;"";"";"";"";Oui
1227;800.000;Lire des histoires;Romans et nouvelles;Nos amours ne vont pas si mal;"";"";Murail (Marie-Aude);Dupuy (Barbérian);"";Ecole des  loisirs;Medium;"";Livre;aventures;Cycle 3;"";"";"";"";Oui
1228;800.000;Lire des histoires;Romans et nouvelles;Une ombrelle bleu-rêve;"";2700201272;Bond (Ruskin);"";1978;Rageot;"";"";Livre;histoire d'enfants;Cours élémentaire;"";61 pages;"";"";Oui
1229;900.000;Pays - Hommes célèbres - Autrefois;Romans et nouvelles;Les soldats romains;"";"";"";"";"";Gamma;Autrefois;"";Livre;Rome antique;Cours élémentaire;"";"";"";"";Oui
1230;900.000;Pays - Hommes célèbres - Autrefois;Romans et nouvelles;Les châteaux forts;"";"";"";"";"";Gamma;Autrefois;"";Livre;chevalerie;Cours élémentaire;"";"";"";"";Oui
1231;800.000;Lire des histoires;Album;Le petit cheval et le vieux chameau;"";2081632241;Alençon (May d');Chapelet (Kersti);1993;Flammarion;Les histoires du Père Castor;"";Livre;histoire d'animaux;Cours élémentaire;"";"";"";"";Oui
1232;800.000;Lire des histoires;Romans et nouvelles;La plume mordorée;"";"";Deletaille (Albertine);"";"";Flammarion;Albums du père Castor;"";Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
1233;"";Lire des histoires;Romans et nouvelles;J'aime lire n° 231;"";"";"";"";"";Bayard;"";231;Périodique;rien;Cours élémentaire;"";"";"";"";Oui
1234;900.000;Pays - Hommes célèbres - Autrefois;Romans et nouvelles;Les grands explorateurs;De Pythéas à Amundsen;"";Merle (Claude);Pakdel (Kamy);"";Autrement;Junior;"";Livre;biographie: voyageur;Cours élémentaire;"";"";"";"";Oui
1235;370.000;Education;Romans et nouvelles;Ma mère se remarie !;La famille recomposée;2746700514;Rubio (Vanessa);Gibert (Bruno);2001;Autrement jeunesse;"";"";Livre;famille;Cycle 3;Sensibiliser les enfants aux problèmes de société, leur faire comprendre qu'ils ont un rôle à jouer et les aider - avec des repères précis, comme la loi - à former leur propre jugement. En France, il y a beaucoup de parents qui se séparent, qui divorcent. Souvent, ils rencontrent un autre homme ou une autre femme, qui a déjà des enfants, et avec lesquels il faut vivre. Alors, des questions se posent : "Est-ce qu'on doit obéir à son beau-père ou à sa belle-mère ? Est-ce qu'on peut choisir de rester avec son père ou sa mère ? Quels sont les droits des enfants ?" Pour y réfléchir, des textes concis, des exemples et des anecdotes, des extraits de livres, des informations sur l'évolution des lois. Et un carnet d'adresses.;47 pages;"";"";Oui
1236;370.000;Education;Romans et nouvelles;Ma mère se remarie !;La famille recomposée;2746700514;Rubio (Vanessa);Gibert (Bruno);2001;Autrement jeunesse;"";"";Livre;famille;Cycle 3;Sensibiliser les enfants aux problèmes de société, leur faire comprendre qu'ils ont un rôle à jouer et les aider - avec des repères précis, comme la loi - à former leur propre jugement. En France, il y a beaucoup de parents qui se séparent, qui divorcent. Souvent, ils rencontrent un autre homme ou une autre femme, qui a déjà des enfants, et avec lesquels il faut vivre. Alors, des questions se posent : "Est-ce qu'on doit obéir à son beau-père ou à sa belle-mère ? Est-ce qu'on peut choisir de rester avec son père ou sa mère ? Quels sont les droits des enfants ?" Pour y réfléchir, des textes concis, des exemples et des anecdotes, des extraits de livres, des informations sur l'évolution des lois. Et un carnet d'adresses.;47 pages;"";"";Oui
1237;"";Education;Romans et nouvelles;J'aime lire n° 177;"";"";"";"";"";Bayard;"";177;Périodique;rien;Cycle 3;"";"";"";"";Oui
1238;800.000;Lire des histoires;Album;Narcisse le chien;"";"";Grée (Alain);Camps (Luis);"";Nathan;Les patagrains;"";Livre;histoire d'animaux;Cycle 3;"";"";"";"";Oui
1239;332.000;Banque - Monnaie;Album;L'argent et l'euro à petits pas;"";274273399X;Le Duc (Michel);Calarnou (Yves);2001;Actes Sud Junior;A petits pas;"";Livre;monnaie : économie, banque;Elémentaire;A partir de 9 ans. Tout en couleurs. Pour découvrir le monde A petits pas, une collection de documentaires illustrés à même d'informer les enfants sur des thèmes nécessaires à leur vie en société. D'où vient " "L'Argent" ? Comment on le gagne ? Comment le dépenser et le placer ? Comment fonctionnent les banques ? Autant de questions qui trouvent réponses dans ce livre simple et ludique retraçant l'histoire de la monnaie et de sa circulation entre les hommes, et analysant ses mécanismes. C'est en prenant conscience du pouvoir de l'argent, que l'enfant pourra, à la veille de l'introduction de l'euro, apprendre à mieux le connaître et, petit à petit, à s'en servir à bon escient. Déjà parus dans la même collection : - "La Prudence à petits pas", - "La Politesse à petits pas", - "Le Civisme à petits pas", - "Le Soleil à petits pas", - "L'Internet à petits pas", - "L'Ecologie à petits pas", - "Les Aliments à petits pas".;77 pages;"";"";Oui
1240;210.000;Ouvrages généraux sur les religions;Album;Les visiteurs du ciel;"";"";Boz (Pierre);Thibault (Dominique);"";Gallimard jeunesse;"";"";Livre;religion;Elémentaire;"";"";"";"";Oui
1241;800.000;Lire des histoires;Bandes dessinées;Boule et Bill : Papa, maman, Boule et moi;"";2800100370;Roba;Roba;1972;Dupuis;"";8;Livre;humour;Cycle 2;"";"";"";"";Oui
1242;800.000;Lire des histoires;Album;Lassie;La forêt en péril;"";Jost (Alain);Macias S (J-L);"";Hemma;Les amis de Lassie;"";Livre;histoire d'animaux;Cycle 2;"";"";"";"";Oui
1243;800.000;Lire des histoires;Bandes dessinées;Le serpent d'ébène;"";"";Desorgher (Daniel);Desberg (Stephen);"";Dupuis;Jimmy Tousseul;"";Livre;histoire d'enfants;Cycle 2;"";"";"";"";Oui
1244;800.000;Lire des histoires;Bandes dessinées;Boule et Bill : Ce coquin de cocker;"";2800104767;Roba;Roba;1976;Dupuis;"";12;Livre;humour;Cycle 2;"";"";"";"";Oui
1245;800.000;Lire des histoires;Bandes dessinées;En direct de Lagaffe;"";2800103701;Franquin;Franquin;1993;Dupuis;Gaston Lagaffe;14;Livre;humour;Cours moyen;"";"";"";"";Oui
1246;800.000;Lire des histoires;Romans et nouvelles;Le marteau de THOR;"";"";Ollivier (Jean);Durand (Paul);"";G.P;Des héros et des dieux;"";Livre;aventures;Cours moyen;"";"";"";"";Oui
1247;800.000;Lire des histoires;Bandes dessinées;La naissance des héros;"";"";"";"";"";Canal +;Tiny Toons;"";Livre;histoire d'animaux;Cours moyen;"";"";"";"";Oui
1248;"";Lire des histoires;Bandes dessinées;Les belles histoires de Pomme d'Api;Chouette soirée;0396-0862;"";"";"";Bayard;Les belles histoires de Pomme d'Api;"";Périodique;château;Cours moyen;"";"";"";"";Oui
1249;800.000;Lire des histoires;Bandes dessinées;Marie vérité;Les aventures de Théodore Poussin;"";Le Gall (Yann);Thomas (Dominique);"";Dupuis;Repérages;"";Livre;aventures;Cours moyen;"";"";"";"";Oui
1250;800.000;Lire des histoires;Bandes dessinées;Le seigneur des crocodiles;"";"";De Gieter;Vloeberghs (G.);"";Dupuis;Papyrus;16;Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1251;800.000;Lire des histoires;Bandes dessinées;Le rubis de vie;"";"";Mandon (Christian);Biard (Jean-François);"";Magic Strip;"";"";Livre;policier;Cours moyen;"";"";"";"";Oui
1253;800.000;Lire des histoires;Bandes dessinées;L'atelier de la mort;"";"";Desorgher (Daniel);Desberg (Stephen);"";Dupuis;Jimmy Tousseul;2;Livre;histoire d'enfants;Cours moyen;"";"";"";"";Oui
1255;300.000;Sociologie;Bandes dessinées;Cinq milliards de visages;"";2211076254;Spier (Peter);Spier (Peter);1981;Ecole des loisirs;Albums;"";Livre;nationalité, géographie, éduca;Cycle 1;Réédition de Quatre milliards de visages publié en 1981. Sur la surface du globe, des gens de partout et tous différents. L'auteur inventorie des éléments de différence: la silhouette humaine, la couleur de la peau, la forme des yeux, l'habitation, l'alimentation, etc. autant de thèmes qui cernent les intérêts des jeunes. A travers une succession d'illustrations réalistes, l'enfant fait connaissance avec les peuples de la terre. Les peuples d'Amérique sont partiellement ignorés.;34 cm;"";"";Oui
1256;800.000;Lire des histoires;Contes;Taram et le chaudron magique;"";2.73.3302205;Disney (Walt);Disney (Walt);1985;Hachette;"";"";Livre;merveilleux;Elémentaire;"";28 cm;"";"";Oui
1258;800.000;Lire des histoires;Bandes dessinées;Yakari : prisonniers de l'île;"";2203303093;Derib et Job;Derib et Job;1995;Casterman;Yakari;"";Livre;bande dessinée, Indien d'Améri;Cycle 2;"";"";"";"";Oui
1260;800.000;Lire des histoires;Bandes dessinées;Red Dust;"";"";Hermann;Greg;"";Lombard;Comanche;"";Livre;bande dessinée;Cycle 2;"";"";"";"";Oui
