dc.title,dc.identifier,dc.creator,dc.contributor,dc.subject,dc.description,dc.publisher,dc.date,dc.type,dc.format,dc.source,dc.relation,dc.coverage,dc.rights,item.id,item.callNumber,item.acquisitionDate,item.fundingSource
J'aime lire n° 222,,,,rien,"La vie est bien malheureuse pour James Henry Trotter auprès de ses deux tantes redoutablement méchantes, tante Eponge, petite et ronde comme un ballon, et tante Piquette longue, sèche et osseuse. Deux abominables personnes qui ne cessent de tourmenter et de maltraiter le pauvre enfant. Mais un jour qu'il est occupé à scier du bois, il rencontre un bien curieux personnage. Un vieil homme vêtu d'un costume vert lui confie un sac rempli de mille petites choses vertes recelant tout le pouvoir magique du monde. Mais James, qui n'a décidément pas de chance, renverse le sac et son contenu. C'est alors qu'une pêche se met à pousser sur le vieux pêcher qui n'avait jamais donné de fruits. Elle pousse, pousse jusqu'à devenir aussi grande qu'une maison. La vie de James va s'en trouver bouleversée...",Bayard,,Text;Periodical,,,222,Cours moyen,Loanable,1213,,,
Les six compagnons au tournoi de la chanson,,"Dautun, Pierre","Bressy, Robert",histoire d'enfants,,Hachette,,Text,,Bibliothèque verte,,Cours moyen,Loanable,1214,800.000,,
J'aime lire n° 221,,,,rien,,Bayard,,Text;Periodical,,,221,Cours moyen,Loanable,1215,,,
Un amour bon comme le sel,,"Conjan-Negulesco, Mariana","Mornet, Pierre",conte,,Albin Michel,,Text,,Petits contes de sagesse,,Cours moyen,Loanable,1216,800.000,,
Le livre de la jungle,,"Kipling, Rudyard",,histoire d'animaux,,J'ai lu,,Text,,,,Cours moyen,Loanable,1218,800.000,,
Les horloges de la nuit,2052834176,"Jeffries, Roderic","Sabatier, Roland",policier,,Nathan,1983,Text,18 cm,Arc en poche,,Cours moyen,Loanable,1219,800.000,,
L'homme qui ne pouvait dormir: Contes populaires du pays de Bitche,,"Hinglais, Ulysse","Luck, Nicole",histoire d'enfants,,Larousse,,Text,,Classiques junior,,Cours moyen,Loanable,1220,800.000,,
Poussieres d'images,2038702535,Georges Jean,,poésie,,Larousse,,Text,,Classiques junior,,Cours moyen,Loanable,1221,800.000,,
La balafre,,"Mourlevat, Jean-Claude",,histoire d'enfants,,Pocket jeunesse,,Text,,C'est ça la vie,,Cours moyen,Loanable,1222,800.000,,
"Jean qui pleure, Jean qui rit",2.732032921,"Martinez I Vendrell, Maria","Capdevilla, Roser",sentiment|psychologie|chien,,Sorbier,1992,Text,24 cm,Le dire avec des mots,,Elémentaire,Loanable,1223,800.000,,
Une sixième en accordéon,,"Nozière, Jean-Paul",Morgan,histoire d'enfants,,Rageot,,Text,,Cascade,,Elémentaire,Loanable,1224,800.000,,
"Sonora, la princesse au long sommeil",2211057837,"Carson Levine, Gail",,conte|Afrique : géographie,"Il fait nuit dans la nurserie royale, mais la petite princesse Sonora ne dort pas. Avant même d’être en âge de marcher, elle a su qu’un jour elle devrait se piquer avec un fuseau et s’endormir pour cent ans. Alors elle se dit qu’elle aura bien le temps de dormir. Outre la beauté, la grâce et cette malédiction tristement connue, Sonora reçu en cadeau des fées une intelligence dix fois supérieure à la moyenne. C’est ainsi que, très vite, elle possède bien plus de vocabulaire que ses parents, et qu’au lieu de pleurer ou de gazouiller quand on lui change sa couche, elle se confond en excuses. C’est ainsi qu’elle a décidé, sans le dire à ses parents, qu’elle choisirait elle-même le moment où elle se piquerait la main. Mais qu’est-ce qui est le plus puissant, la malédiction d’une fée ou le cerveau d’une petite surdouée ?",Ecole des loisirs,2001,Text,,Neuf,,Cycle 3,Loanable,1225,800.000,,
La créature d'un autre monde,,"Korb, Liliane","Crévelier, Solvej",histoire d'enfants,,Flammarion,,Text,,Pere castor,,Cycle 3,Loanable,1226,800.000,,
Nos amours ne vont pas si mal,,"Murail, Marie-Aude","Dupuy, Barbérian",aventures,,Ecole des  loisirs,,Text,,Medium,,Cycle 3,Loanable,1227,800.000,,
Une ombrelle bleu-rêve,2700201272,"Bond, Ruskin",,histoire d'enfants,,Rageot,1978,Text,61 pages,,,Cours élémentaire,Loanable,1228,800.000,,
Les soldats romains,,,,Rome antique,,Gamma,,Text,,Autrefois,,Cours élémentaire,Loanable,1229,900.000,,
Les châteaux forts,,,,chevalerie,,Gamma,,Text,,Autrefois,,Cours élémentaire,Loanable,1230,900.000,,
Le petit cheval et le vieux chameau,2081632241,"Alençon, May d'","Chapelet, Kersti",histoire d'animaux,,Flammarion,1993,Text,,Les histoires du Père Castor,,Cours élémentaire,Loanable,1231,800.000,,
La plume mordorée,,"Deletaille, Albertine",,histoire d'enfants,,Flammarion,,Text,,Albums du père Castor,,Cours élémentaire,Loanable,1232,800.000,,
J'aime lire n° 231,,,,rien,,Bayard,,Text;Periodical,,,231,Cours élémentaire,Loanable,1233,,,
Les grands explorateurs: De Pythéas à Amundsen,,"Merle, Claude","Pakdel, Kamy",biographie: voyageur,,Autrement,,Text,,Junior,,Cours élémentaire,Loanable,1234,900.000,,
Ma mère se remarie !: La famille recomposée,2746700514,"Rubio, Vanessa","Gibert, Bruno",famille,"Sensibiliser les enfants aux problèmes de société, leur faire comprendre qu'ils ont un rôle à jouer et les aider - avec des repères précis, comme la loi - à former leur propre jugement. En France, il y a beaucoup de parents qui se séparent, qui divorcent. Souvent, ils rencontrent un autre homme ou une autre femme, qui a déjà des enfants, et avec lesquels il faut vivre. Alors, des questions se posent : ""Est-ce qu'on doit obéir à son beau-père ou à sa belle-mère ? Est-ce qu'on peut choisir de rester avec son père ou sa mère ? Quels sont les droits des enfants ?"" Pour y réfléchir, des textes concis, des exemples et des anecdotes, des extraits de livres, des informations sur l'évolution des lois. Et un carnet d'adresses.",Autrement jeunesse,2001,Text,47 pages,,,Cycle 3,Loanable,1235,370.000,,
Ma mère se remarie !: La famille recomposée,2746700514,"Rubio, Vanessa","Gibert, Bruno",famille,"Sensibiliser les enfants aux problèmes de société, leur faire comprendre qu'ils ont un rôle à jouer et les aider - avec des repères précis, comme la loi - à former leur propre jugement. En France, il y a beaucoup de parents qui se séparent, qui divorcent. Souvent, ils rencontrent un autre homme ou une autre femme, qui a déjà des enfants, et avec lesquels il faut vivre. Alors, des questions se posent : ""Est-ce qu'on doit obéir à son beau-père ou à sa belle-mère ? Est-ce qu'on peut choisir de rester avec son père ou sa mère ? Quels sont les droits des enfants ?"" Pour y réfléchir, des textes concis, des exemples et des anecdotes, des extraits de livres, des informations sur l'évolution des lois. Et un carnet d'adresses.",Autrement jeunesse,2001,Text,47 pages,,,Cycle 3,Loanable,1236,370.000,,
J'aime lire n° 177,,,,rien,,Bayard,,Text;Periodical,,,177,Cycle 3,Loanable,1237,,,
Narcisse le chien,,"Grée, Alain","Camps, Luis",histoire d'animaux,,Nathan,,Text,,Les patagrains,,Cycle 3,Loanable,1238,800.000,,
L'argent et l'euro à petits pas,274273399X,"Le Duc, Michel","Calarnou, Yves",monnaie : économie|banque,"A partir de 9 ans. Tout en couleurs. Pour découvrir le monde A petits pas, une collection de documentaires illustrés à même d'informer les enfants sur des thèmes nécessaires à leur vie en société. D'où vient "" ""L'Argent"" ? Comment on le gagne ? Comment le dépenser et le placer ? Comment fonctionnent les banques ? Autant de questions qui trouvent réponses dans ce livre simple et ludique retraçant l'histoire de la monnaie et de sa circulation entre les hommes, et analysant ses mécanismes. C'est en prenant conscience du pouvoir de l'argent, que l'enfant pourra, à la veille de l'introduction de l'euro, apprendre à mieux le connaître et, petit à petit, à s'en servir à bon escient. Déjà parus dans la même collection : - ""La Prudence à petits pas"", - ""La Politesse à petits pas"", - ""Le Civisme à petits pas"", - ""Le Soleil à petits pas"", - ""L'Internet à petits pas"", - ""L'Ecologie à petits pas"", - ""Les Aliments à petits pas"".",Actes Sud Junior,2001,Text,77 pages,A petits pas,,Elémentaire,Loanable,1239,332.000,,
Les visiteurs du ciel,,"Boz, Pierre","Thibault, Dominique",religion,,Gallimard jeunesse,,Text,,,,Elémentaire,Loanable,1240,210.000,,
"Boule et Bill : Papa, maman, Boule et moi",2800100370,Roba,Roba,humour,,Dupuis,1972,Text,,,8,Cycle 2,Loanable,1241,800.000,,
Lassie: La forêt en péril,,"Jost, Alain","Macias S, J-L",histoire d'animaux,,Hemma,,Text,,Les amis de Lassie,,Cycle 2,Loanable,1242,800.000,,
Le serpent d'ébène,,"Desorgher, Daniel","Desberg, Stephen",histoire d'enfants,,Dupuis,,Text,,Jimmy Tousseul,,Cycle 2,Loanable,1243,800.000,,
Boule et Bill : Ce coquin de cocker,2800104767,Roba,Roba,humour,,Dupuis,1976,Text,,,12,Cycle 2,Loanable,1244,800.000,,
En direct de Lagaffe,2800103701,Franquin,Franquin,humour,,Dupuis,1993,Text,,Gaston Lagaffe,14,Cours moyen,Loanable,1245,800.000,,
Le marteau de THOR,,"Ollivier, Jean","Durand, Paul",aventures,,G.P,,Text,,Des héros et des dieux,,Cours moyen,Loanable,1246,800.000,,
La naissance des héros,,,,histoire d'animaux,,Canal +,,Text,,Tiny Toons,,Cours moyen,Loanable,1247,800.000,,
Les belles histoires de Pomme d'Api: Chouette soirée,0396-0862,,,château,,Bayard,,Text;Periodical,,Les belles histoires de Pomme d'Api,,Cours moyen,Loanable,1248,,,
Marie vérité: Les aventures de Théodore Poussin,,"Le Gall, Yann","Thomas, Dominique",aventures,,Dupuis,,Text,,Repérages,,Cours moyen,Loanable,1249,800.000,,
Le seigneur des crocodiles,,De Gieter,"Vloeberghs, G.",histoire d'enfants,,Dupuis,,Text,,Papyrus,16,Cours moyen,Loanable,1250,800.000,,
Le rubis de vie,,"Mandon, Christian","Biard, Jean-François",policier,,Magic Strip,,Text,,,,Cours moyen,Loanable,1251,800.000,,
L'atelier de la mort,,"Desorgher, Daniel","Desberg, Stephen",histoire d'enfants,,Dupuis,,Text,,Jimmy Tousseul,2,Cours moyen,Loanable,1253,800.000,,
Cinq milliards de visages,2211076254,"Spier, Peter","Spier, Peter",nationalité|géographie|éduca,"Réédition de Quatre milliards de visages publié en 1981. Sur la surface du globe, des gens de partout et tous différents. L'auteur inventorie des éléments de différence: la silhouette humaine, la couleur de la peau, la forme des yeux, l'habitation, l'alimentation, etc. autant de thèmes qui cernent les intérêts des jeunes. A travers une succession d'illustrations réalistes, l'enfant fait connaissance avec les peuples de la terre. Les peuples d'Amérique sont partiellement ignorés.",Ecole des loisirs,1981,Text,34 cm,Albums,,Cycle 1,Loanable,1255,300.000,,
Taram et le chaudron magique,2.73.3302205,"Disney, Walt","Disney, Walt",merveilleux,,Hachette,1985,Text,28 cm,,,Elémentaire,Loanable,1256,800.000,,
Yakari : prisonniers de l'île,2203303093,Derib et Job,Derib et Job,bande dessinée|Indien d'Améri,,Casterman,1995,Text,,Yakari,,Cycle 2,Loanable,1258,800.000,,
Red Dust,,Hermann,Greg,bande dessinée,,Lombard,,Text,,Comanche,,Cycle 2,Loanable,1260,800.000,,
L'or,,"Briais, Bernard","Laverdet, Marcel",merveilleux,,Hachette,,Text,,Mythes et légendes,,Cycle 2,Loanable,1262,800.000,,
Oumpah-Pah et les pirates,,"Goscinny, René","Uderzo, A.",bande dessinée,,Lombard,,Text,,BedéChouette,,Cycle 2,Loanable,1273,800.000,,
Les envahisseurs de la planète Zootar,,,,bande dessinée,,Canal +,,Text,,Tiny Toons,,Cycle 2,Loanable,1274,800.000,,
L'homme aux mouettes: Marion Duval,2700940830,"Pommaux, Yvan","Pommaux, Yvan",histoire d'enfants|aventures,"A la recherche d'un bon sujet pour réaliser un film vidéo, Marion tombe sur un réseau de faux monnayeurs.",Bayard,1993,Text,29 cm,Marion Duval,,Cours moyen,Loanable,1275,800.000,,
Le royaume du léopard,,"Desorgher, Daniel","Desberg, Stephen",bande dessinée,,Dupuis,,Text,,Jimmy Tousseul,5,Cours moyen,Loanable,1276,800.000,,
La vengeance du singe,,"Desorgher, Daniel","Desberg, Stephen",bande dessinée,,Dupuis,,Text,,Jimmy Tousseul,10,Cours moyen,Loanable,1277,800.000,,
Buddy Longway : Chinook,,Derib et Job,,bande dessinée,,Lombard,,Text,,,,Cours moyen,Loanable,1278,800.000,,
La radio et la télévision,2736648188,"Lafferty, Peter","Antram, David",radar|radio : technique|télé,"Une documentation élémentaire, structurée et abondamment illustrée. Le thème énoncé est décortiqué en une quinzaine de sujets d'une double page chacun. Deux illustrations accompagnées de transparents ajoutent à la présentation, sans toutefois faire oublier le caractère didactique apparent.",Epigones,1999,Text,39 pages,Fenêtres,,Cycle 2,Loanable,1279,621.300,,
L'espace,2736648048,Collectif,,univers|étoile|planète,,Epigones,1995,Text,224 pages,Fenêtres,,Cycle 3,Loanable,1280,523.000,,
Le vaisseau aux 100 pirates,2700041046,"Burston, Patrick","Harchy, Philippe",aventures|pirate,"Au milieu des océans, sur un galion espagnol mené par de redoutables pirates, vous devez retrouver le Rubis royal. Moitié aventure, moitié jeu, ce livre vous fait traverser tous les dangers: abordage par un vaisseau ennemi, cale remplie de serpents venimeux, incendie, autant de périls auxquels il vous faut échapper. Chaque page vous place devant un défi et la nécessité d'un choix: quel chemein emprunter? Il n'en existe qu'un pour vous emparer du joyau. Avec un peu de patience et un peu de chance, vous le découvrirez!",Grund,1991,Text,,Vivez l'aventure,,Cycle 3,Loanable,1282,800.000,,
Il était une fois... l'homme,,,,préhistoire,,Ytra,,Text,,.,2,Cycle 3,Loanable,1285,900.000,,
Les Dalton dans le blizzard: Lucky Luke,2800114622,Morris,Morris,conquête de l'ouest,,Dupuis,,Text,30 cm,Lucky Luke,22,Cycle 3,Loanable,1286,800.000,,
Les riches heures du chevalier Arnauld,,"Mogère, Serge",,bande dessinée,,Assor BD,,Text,,,,Cycle 3,Loanable,1287,800.000,,
Crin Blanc,,"Guillot, René","Szabo, Akos",histoire d'animaux,,Hachette,,Text,,,,Cycle 3,Loanable,1289,800.000,,
Les six compagnons et le château maudit,,"Bonzon, Paul-Jacques","Bressy, Robert",histoire d'enfants,,Hachette jeunesse,,Text,,,,Cycle 3,Loanable,1290,800.000,,
La cinquième saison,,"Cathrine, Arnaud",,histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cycle 3,Loanable,1291,800.000,,
J'aime lire n°75,,,,rien,,Bayard,,Text;Periodical,,,,Cycle 3,Loanable,1292,,,
Les deux lamas du ciel d'occident,,"Bernard, Denise","Vayssières, JJ",aventures,,Fleurus,,Text,,,,Cycle 3,Loanable,1293,800.000,,
Du rififi dans les poireaux,2867262291,"Boudet, Robert",Domnok,humour,"Et s'il n'en reste qu'un, ce sera le mien ! aurait pu dire le vieux Grégoire en parlant de son jardin, dernier vestige de la campagne au milieu de la cité en construction. Seulement, depuis, Grégoire a été enlevé ! Peut-on résister longtemps quand on est âgé et qu'on est aux mains des promoteurs qui ne vous veulent pas précisément du bien ? C'est ce que se demande Marco, son jeune camarade en se lançant dans l'action.",Milan,,Text,,Zanzibar,,Cycle 3,Loanable,1294,800.000,,
Une jument extraordinaire,,"Rockwood, Joyce","Rio, Vincent",aventures,,Flammarion,,Text,,Castor poche,,Cycle 3,Loanable,1296,800.000,,
La pêche de vigne: Et autres contes,2211039812,"La Salle, Bruno de",,merveilleux|histoire d'enfant,"La pêche de vigne, c'est une pêche bleu-violet, à la saveur extraordinaire, aujourd'hui presque disparue. Il y avait quelqu'un qui avait mangé une de ces pêches-là dans son enfance, et il en avait gardé un souvenir si extraordinaire que lorsqu'il fut devenu milliardaire, dans son bureau, dans ses hauts fourneaux, ses autos, dans ses fauteuils trop profonds, il ne rêva que de retrouver un de ces fruits.",Ecole des loisirs,1996,Text,,Majeur,,Cycle 2,Loanable,1297,800.000,,
Contes des mille et une bêtes,,"Guillot, René",,conte,,Magnard,,Text,,,,Cycle 2,Loanable,1298,800.000,,
"Allez, maintenant au lit!",2.253.04216.1,"Stoddard, Sandol","Munsinger, Lynn",ours|histoire|nuit,"Si le marchand de sable ne passe pas, tous les moyens sont bons pour ne pas se mettre au lit... ou les mésaventures d'une Maman Ours qui n'arrive pas à endormir son ourson.",Hachette,1987,Text,,Cadou,5 207,Cycle 2,Loanable,1300,800.000,,
Le petit cochon qui refusait d'être cracra,,"Schwartz, Irène","Munsinger, Lynn",histoire d'animaux,,Hachette,,Text,,Cadou,,Cycle 2,Loanable,1301,800.000,,
Tours et détours de France,,"Laudier, Benoît","Chabot, Jean-Philippe",France : histoire,,Gallimard,,Text,,La France secrète et mystérieuse,,Cycle 2,Loanable,1302,900.000,,
